Zonas,Estado,Region,2015,2016,2017,2018,2019,Total-2015,Total-2016,Total-2017,Total-2018,Total-2019,Ratio-2012,Ratio-2013,Ratio-2014,Ratio-2015,Ratio-2016,Ratio-2017,Ratio-2018,Ratio-2019
MS_Sul,MS,Sul,5425.248320824222,5557.902547527127,6763.316828791617,7343.339432971034,7056.822238147788,7177.56,7241.4,8575.82,9306.624,9210.629999999997,0.7558624826297825,0.7558624826297825,0.7558624826297825,0.7558624826297825,0.7675176827032242,0.788649578558274,0.78904438741385,0.766160646790479
MS_Norte,MS,Norte,1752.3116791757786,1683.497452472872,1812.503171208383,1963.284567028966,2153.8077618522098,7177.56,7241.4,8575.82,9306.624,9210.629999999997,0.24413751737021752,0.24413751737021752,0.24413751737021752,0.24413751737021752,0.2324823172967758,0.21135042144172606,0.21095561258615003,0.23383935320952098
MT_Médio Norte,MT,Médio Norte,9727.432713484182,9484.580729723373,11485.180523805804,12152.632538733591,11887.40357316659,28411.71,26844.18,31044.924,32382.277199999997,32990.496,0.3423740673646247,0.3423740673646247,0.3423740673646247,0.3423740673646247,0.3533198156815881,0.36995357192067224,0.3752865329289934,0.3603281252020761
MT_Oeste,MT,Oeste,5079.690798819315,4924.589098321849,5035.495700985124,5224.436382358246,5408.277226480824,28411.71,26844.18,31044.924,32382.277199999997,32990.496,0.17878863323676453,0.17878863323676453,0.17878863323676453,0.17878863323676453,0.18345090437934214,0.1622002908103471,0.16133628744176912,0.1639344017889523
MT_Sudeste,MT,Sudeste,5096.936167058765,4820.570504938806,5065.990209913653,5090.753130565033,5214.146065716787,28411.71,26844.18,31044.924,32382.277199999997,32990.496,0.17939561424000053,0.17939561424000053,0.17939561424000053,0.17939561424000053,0.1795760013879659,0.16318256117855703,0.15720800298025467,0.15804994461789199
MT_Nordeste,MT,Nordeste,3069.3403345460342,2922.973545709886,3384.9563507064126,3515.6735115969154,3867.061473175873,28411.71,26844.18,31044.924,32382.277199999997,32990.496,0.10803082019864466,0.10803082019864466,0.10803082019864466,0.10803082019864466,0.10888667657979816,0.10903413230151289,0.10856782831804417,0.11721743962794233
MT_Nordeste_Sul,MT,Nordeste,2720.0720921550396,2109.1595939901817,2989.710816997765,3149.5851909510525,3254.812160361386,28411.71,26844.18,31044.924,32382.277199999997,32990.496,0.09573771139276868,0.09573771139276868,0.09573771139276868,0.09573771139276868,0.07857046085930662,0.09630272623626861,0.097262622128102,0.0986590853426813
MT_Norte,MT,Norte,2718.237893936663,2582.3065273159036,3083.5903975912397,3249.1964457951594,3358.7955010985406,28411.71,26844.18,31044.924,32382.277199999997,32990.496,0.09567315356719688,0.09567315356719688,0.09567315356719688,0.09567315356719688,0.09619614111199909,0.0993267175526421,0.10033872620283665,0.10181100342045603
GO_Sudoeste,GO,Sudoeste,4675.985920469057,5898.750597728613,6193.189283412357,6456.231380427693,6331.405289263267,8625.050000000001,10249.512,10819.05,11460.5928,11506.11,0.5421401522853846,0.5421401522853846,0.5421401522853846,0.5421401522853846,0.5755152633343531,0.5724337426495263,0.5633418351996323,0.5502646236880463
GO_Leste,GO,Leste,3297.222238476634,3705.975859807629,3857.4330720544804,4105.968528808834,4223.324795308324,8625.050000000001,10249.512,10819.05,11460.5928,11506.11,0.3822844202035506,0.3822844202035506,0.3822844202035506,0.3822844202035506,0.3615758350063524,0.3565408304846064,0.35826842471960385,0.3670506187850041
GO_Noroeste,GO,Noroeste,651.8418410543084,644.7855424637578,768.4276445331615,898.3928907634737,951.3799154284125,8625.050000000001,10249.512,10819.05,11460.5928,11506.11,0.07557542751106466,0.07557542751106466,0.07557542751106466,0.07557542751106466,0.06290890165929439,0.0710254268658673,0.07838974008076385,0.0826847575269498
DF,DF,DF,147.3186,231.0,241.5,235.95,263.970058069258,147.3186,231.0,241.5,235.95,263.970058069258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BA_Oeste Norte,BA,Oeste Norte,3368.5645800622246,2585.143793232977,4190.417738531173,4786.011535867237,4606.545636850401,4180.679999999999,3211.0706999999998,5123.3326,5941.08,5652.160000000001,0.8057456155606804,0.8057456155606804,0.8057456155606804,0.8057456155606804,0.8050722125903291,0.8179085891341845,0.8055793788111315,0.8150062342273398
BA_Oeste Sul,BA,Oeste Sul,797.243808072123,610.5612575751454,920.9875895037712,1140.744529776931,1030.5026095096048,4180.679999999999,3211.0706999999998,5123.3326,5941.08,5652.160000000001,0.19069716124461167,0.19069716124461167,0.19069716124461167,0.19069716124461167,0.1901425769215064,0.17976338087122654,0.1920096227919723,0.18232014123973925
BA_Outros,BA,Outros,14.87161186565235,15.365649191877855,11.927271965055622,14.323934355831796,15.11175363999485,4180.679999999999,3211.0706999999998,5123.3326,5941.08,5652.160000000001,0.003557223194708122,0.003557223194708122,0.003557223194708122,0.003557223194708122,0.004785210488164542,0.002328029994588995,0.002410998396896153,0.002673624532921016
SE,SE,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PB,PB,PB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AL,AL,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PE,PE,PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RN,RN,RN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CE,CE,CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PI_Sul,PI,Sul,1813.0570131766851,628.1190679194676,2018.0000101327958,2417.742546949966,2355.4395761500336,1833.8113999999998,645.795,2048.0976,2454.54,2395.575,0.9886823765937355,0.9886823765937355,0.9886823765937355,0.9886823765937355,0.9726291902530488,0.9853046115247611,0.9850084117390492,0.9832460165722359
PI_Outros,PI,Outros,20.75438682331465,17.675932080532327,30.097589867204288,36.797453050034264,40.13542384996574,1833.8113999999998,645.795,2048.0976,2454.54,2395.575,0.01131762340626449,0.01131762340626449,0.01131762340626449,0.01131762340626449,0.027370809746951167,0.01469538847523882,0.014991588260950836,0.016753983427763998
MA_Sul,MA,Sul,1795.5946799373378,886.1409393581446,2120.3434616925756,2270.8066262704124,2535.3459793689008,2069.6456000000003,1250.217,2473.317,2724.306,3042.65,0.8675855808053985,0.8675855808053985,0.8675855808053985,0.8675855808053985,0.7087897055936245,0.857287384388081,0.8335358165604057,0.8332690185755511
MA_Outros,MA,Outros,274.0509200626624,364.0760606418556,352.9735383074245,453.49937372958783,507.3040206310995,2069.6456000000003,1250.217,2473.317,2724.306,3042.65,0.1324144191946014,0.1324144191946014,0.1324144191946014,0.1324144191946014,0.29121029440637547,0.14271261561191895,0.16646418343959446,0.16673098142444892
TO_Centro,TO,Centro,1319.8115028767759,931.9598904603779,1563.5300421684144,1777.959699924661,1774.8729643345137,2475.7344,1686.7396,2826.4480000000003,3214.08,3208.5,0.5330989878707408,0.5330989878707408,0.5330989878707408,0.5330989878707408,0.5525214979599565,0.553178421173294,0.5531784211732941,0.553178421173294
TO_Leste,TO,Leste,451.2769311721504,353.5953003014812,533.4483276917397,606.6078700430598,605.5547313797907,2475.7344,1686.7396,2826.4480000000003,3214.08,3208.5,0.18228002614987715,0.18228002614987715,0.18228002614987715,0.18228002614987715,0.20963241765443888,0.18873452746759878,0.18873452746759878,0.18873452746759878
TO_Norte,TO,Norte,88.35433532660674,99.0649410640684,145.54537017507732,165.50612761045397,165.21879058335253,2475.7344,1686.7396,2826.4480000000003,3214.08,3208.5,0.03568813170209484,0.03568813170209484,0.03568813170209484,0.03568813170209484,0.05873161516102924,0.051494090878401906,0.0514940908784019,0.05149409087840191
TO_Sul,TO,Sul,616.2916306244667,302.1194681740726,583.9242599647685,664.0063024218251,662.8535137023428,2475.7344,1686.7396,2826.4480000000003,3214.08,3208.5,0.2489328542772871,0.2489328542772871,0.2489328542772871,0.2489328542772871,0.17911446922457538,0.20659296048070525,0.20659296048070525,0.20659296048070525
PA_Nordeste,PA,Nordeste,609.3054420396666,710.7711101999234,827.3137023686643,893.4840464825411,994.8924247172924,1016.9712,1287.9867,1635.327,1766.124,1966.575,0.5991373620409964,0.5991373620409964,0.5991373620409964,0.5991373620409964,0.551846622484474,0.5059010842288204,0.5059010842288203,0.5059010842288204
PA_Noroeste,PA,Noroeste,86.66973238588528,84.87634090018534,111.41134802398342,120.32226925716367,133.97856926490252,1016.9712,1287.9867,1635.327,1766.124,1966.575,0.08522338920304261,0.08522338920304261,0.08522338920304261,0.08522338920304261,0.06589846067524249,0.06812787168803758,0.06812787168803756,0.06812787168803759
PA_Sudeste,PA,Sudeste,177.2206888470162,204.5656947096347,320.7355921998494,346.3887204445147,385.70304118406835,1016.9712,1287.9867,1635.327,1766.124,1966.575,0.1742632326726816,0.1742632326726816,0.1742632326726816,0.1742632326726816,0.15882593718524787,0.1961293320539864,0.19612933205398642,0.19612933205398642
PA_Outros,PA,Outros,143.775336727432,287.77355419025633,375.8663574075029,405.9289638157804,452.00096483373665,1016.9712,1287.9867,1635.327,1766.124,1966.575,0.14137601608327946,0.14137601608327946,0.14137601608327946,0.14137601608327946,0.22342897965503553,0.22984171202915557,0.22984171202915557,0.22984171202915557
AP,AP,AP,7.5,10.5,16.5,22.5,31.444709111698447,7.5,10.5,16.5,22.5,31.444709111698447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RO,RO,RO,732.929,764.97384,930.328,1028.61,1157.31,732.929,764.97384,930.328,1028.61,1157.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AC,AC,AC,0.0,0.0,0.0,1.233,1.3901871396750893,0.0,0.0,0.0,1.233,1.3901871396750893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AM,AM,AM,0.0,0.0,0.0,1.125,1.2607781271724021,0.0,0.0,0.0,1.125,1.2607781271724021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RR,RR,RR,63.903,79.2,90.0,123.08,133.22626755219605,63.903,79.2,90.0,123.08,133.22626755219605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
