Macrotrends Data Download

CBOT Soybean Meal Futures #1 (SM1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1976-11-19,191.4000
1976-11-22,196.3000
1976-11-23,194.5000
1976-11-24,194.0800
1976-11-26,192.3600
1976-11-29,191.5800
1976-11-30,194.1000
1976-12-01,194.7000
1976-12-02,195.2000
1976-12-03,197.7000
1976-12-06,201.4000
1976-12-07,199.8000
1976-12-08,203.7000
1976-12-09,202.9000
1976-12-10,201.1000
1976-12-13,199.3000
1976-12-14,202.3000
1976-12-15,197.8000
1976-12-16,199.1000
1976-12-17,196.1000
1976-12-20,197.3000
1976-12-21,198.4000
1976-12-22,197.3000
1976-12-23,199.3000
1976-12-27,202.4400
1976-12-28,204.9400
1976-12-29,205.3600
1976-12-30,208.6600
1977-01-03,208.4000
1977-01-04,209.3000
1977-01-05,210.0000
1977-01-06,212.6000
1977-01-07,212.6000
1977-01-10,215.4000
1977-01-11,214.4000
1977-01-12,217.8000
1977-01-13,214.2000
1977-01-14,212.7000
1977-01-17,213.3000
1977-01-18,214.4000
1977-01-19,216.5000
1977-01-20,213.9000
1977-01-21,210.9000
1977-01-24,214.3000
1977-01-25,213.1000
1977-01-26,210.9000
1977-01-27,208.9000
1977-01-28,207.5000
1977-01-31,209.6000
1977-02-01,209.1000
1977-02-02,207.2000
1977-02-03,208.2000
1977-02-04,210.7000
1977-02-07,211.3000
1977-02-08,211.9000
1977-02-09,212.0000
1977-02-10,211.4000
1977-02-11,210.9000
1977-02-14,208.9000
1977-02-15,207.4000
1977-02-16,210.1000
1977-02-17,213.9000
1977-02-18,214.8000
1977-02-22,213.8000
1977-02-23,220.1400
1977-02-24,222.8200
1977-02-25,221.7200
1977-02-28,225.0400
1977-03-01,226.4000
1977-03-02,230.7000
1977-03-03,239.8000
1977-03-04,237.4000
1977-03-07,242.3000
1977-03-08,237.8000
1977-03-09,239.3000
1977-03-10,234.7000
1977-03-11,233.2000
1977-03-14,232.5000
1977-03-15,231.3000
1977-03-16,238.3000
1977-03-17,234.7000
1977-03-18,236.7000
1977-03-21,239.3000
1977-03-22,236.8000
1977-03-23,237.0000
1977-03-24,236.5000
1977-03-25,239.2000
1977-03-28,245.5000
1977-03-29,247.7000
1977-03-30,250.2000
1977-03-31,250.2000
1977-04-01,259.0000
1977-04-04,258.3000
1977-04-05,265.3000
1977-04-06,271.9000
1977-04-07,278.0000
1977-04-11,284.8000
1977-04-12,294.8000
1977-04-13,285.5000
1977-04-14,277.8000
1977-04-15,287.8000
1977-04-18,297.8000
1977-04-19,291.0000
1977-04-20,293.5000
1977-04-21,298.7000
1977-04-22,304.0000
1977-04-25,294.0000
1977-04-26,283.8400
1977-04-27,273.6800
1977-04-28,270.0000
1977-04-29,283.7000
1977-05-03,294.5000
1977-05-04,284.5000
1977-05-05,274.5000
1977-05-06,264.5000
1977-05-09,268.8000
1977-05-10,258.8000
1977-05-11,253.0000
1977-05-12,263.0000
1977-05-13,272.2000
1977-05-16,270.5000
1977-05-17,260.5000
1977-05-18,262.0000
1977-05-19,255.9000
1977-05-20,246.0000
1977-05-23,250.5000
1977-05-24,260.5000
1977-05-25,261.2000
1977-05-26,260.8000
1977-05-27,257.5000
1977-05-31,262.2000
1977-06-01,268.0000
1977-06-02,260.3000
1977-06-03,255.7000
1977-06-06,253.5000
1977-06-07,253.2000
1977-06-08,243.2000
1977-06-09,235.8000
1977-06-10,237.8000
1977-06-13,236.2000
1977-06-14,232.7000
1977-06-15,222.7000
1977-06-16,217.3000
1977-06-17,207.3000
1977-06-20,209.5000
1977-06-21,199.5000
1977-06-22,193.3000
1977-06-23,199.0000
1977-06-24,196.2000
1977-06-27,202.3800
1977-06-28,208.5800
1977-06-29,207.2200
1977-06-30,204.2800
1977-07-01,194.8000
1977-07-05,184.8000
1977-07-06,178.8000
1977-07-07,170.2000
1977-07-08,170.8000
1977-07-11,162.5000
1977-07-12,154.0000
1977-07-13,164.0000
1977-07-14,174.0000
1977-07-15,165.2000
1977-07-18,156.7000
1977-07-19,166.7000
1977-07-20,163.7000
1977-07-21,166.7000
1977-07-22,168.5000
1977-07-25,164.2000
1977-07-26,159.8600
1977-07-27,159.6000
1977-07-28,157.6600
1977-07-29,153.2000
1977-08-01,144.0000
1977-08-02,148.2000
1977-08-03,156.7000
1977-08-04,152.3000
1977-08-05,152.6000
1977-08-08,148.7000
1977-08-09,149.7000
1977-08-10,151.2000
1977-08-11,145.8000
1977-08-12,138.5000
1977-08-15,136.3000
1977-08-16,138.3000
1977-08-17,136.8000
1977-08-18,138.3000
1977-08-19,136.3000
1977-08-22,133.2000
1977-08-23,133.6000
1977-08-24,137.3000
1977-08-25,136.6000
1977-08-26,137.1400
1977-08-29,136.0400
1977-08-30,137.9800
1977-08-31,138.9200
1977-09-01,139.6000
1977-09-02,141.9000
1977-09-06,142.1000
1977-09-07,137.2000
1977-09-08,134.9000
1977-09-09,133.6000
1977-09-12,134.5000
1977-09-13,137.3000
1977-09-14,134.1000
1977-09-15,136.6000
1977-09-16,136.8000
1977-09-19,137.9000
1977-09-20,140.3000
1977-09-21,150.3000
1977-09-22,143.7000
1977-09-23,142.5000
1977-09-26,138.2000
1977-09-27,134.3600
1977-09-28,135.8600
1977-09-29,141.5400
1977-09-30,140.0400
1977-10-03,142.1000
1977-10-04,144.8000
1977-10-05,143.3000
1977-10-06,147.1000
1977-10-07,147.9000
1977-10-10,146.1000
1977-10-11,144.4000
1977-10-12,141.1000
1977-10-13,140.1000
1977-10-14,139.5000
1977-10-17,139.9000
1977-10-18,142.3000
1977-10-19,140.9000
1977-10-20,139.7000
1977-10-21,140.3000
1977-10-24,145.3000
1977-10-25,144.7000
1977-10-26,147.1000
1977-10-27,145.4000
1977-10-28,147.9000
1977-10-31,153.2000
1977-11-01,157.8000
1977-11-02,164.7000
1977-11-03,160.9000
1977-11-04,160.3000
1977-11-07,167.7000
1977-11-08,164.2000
1977-11-09,165.9000
1977-11-10,165.2000
1977-11-11,164.7000
1977-11-14,167.7000
1977-11-15,172.9000
1977-11-16,172.7000
1977-11-17,170.0000
1977-11-18,171.3000
1977-11-21,165.9000
1977-11-22,160.5000
1977-11-23,160.9000
1977-11-25,164.9800
1977-11-28,156.4600
1977-11-29,158.4400
1977-11-30,157.1400
1977-12-01,157.2000
1977-12-02,157.7000
1977-12-05,155.8000
1977-12-06,155.3000
1977-12-07,156.5000
1977-12-08,158.2000
1977-12-09,157.1000
1977-12-12,152.4000
1977-12-13,154.1000
1977-12-14,154.2000
1977-12-15,158.9000
1977-12-16,159.3000
1977-12-19,162.2000
1977-12-20,161.2000
1977-12-21,163.1000
1977-12-22,165.7000
1977-12-23,165.8000
1977-12-27,162.1000
1977-12-28,162.8200
1977-12-29,163.2200
1977-12-30,164.5200
1978-01-03,164.2000
1978-01-04,165.9000
1978-01-05,162.0000
1978-01-06,163.1000
1978-01-09,164.9000
1978-01-10,165.2000
1978-01-11,164.8000
1978-01-12,163.2000
1978-01-13,161.7000
1978-01-16,157.2000
1978-01-17,151.3000
1978-01-18,152.7000
1978-01-19,151.9000
1978-01-20,152.6000
1978-01-23,153.7000
1978-01-24,152.4000
1978-01-25,152.7000
1978-01-26,153.6000
1978-01-27,153.0000
1978-01-30,153.6000
1978-01-31,150.1000
1978-02-01,149.1000
1978-02-02,151.7000
1978-02-03,150.6000
1978-02-06,152.2000
1978-02-07,152.0000
1978-02-08,148.9000
1978-02-09,148.8000
1978-02-10,148.9000
1978-02-13,148.9000
1978-02-14,150.4000
1978-02-15,149.7000
1978-02-16,149.6000
1978-02-17,149.9000
1978-02-21,153.3000
1978-02-22,151.6000
1978-02-23,152.4600
1978-02-24,153.3600
1978-02-27,153.3800
1978-02-28,153.1400
1978-03-01,159.4000
1978-03-02,161.7000
1978-03-03,162.8000
1978-03-06,162.6000
1978-03-07,165.1000
1978-03-08,171.3000
1978-03-09,173.8000
1978-03-10,167.7000
1978-03-13,175.3000
1978-03-14,175.5000
1978-03-15,176.2000
1978-03-16,180.2000
1978-03-17,190.2000
1978-03-20,189.5000
1978-03-21,184.8000
1978-03-22,185.5000
1978-03-23,186.4000
1978-03-27,192.9000
1978-03-28,189.2000
1978-03-29,179.2000
1978-03-30,171.5000
1978-03-31,178.7000
1978-04-03,171.8000
1978-04-04,175.9000
1978-04-05,177.7000
1978-04-06,175.3000
1978-04-07,179.5000
1978-04-10,180.8000
1978-04-11,181.1000
1978-04-12,183.2000
1978-04-13,177.3000
1978-04-14,183.9000
1978-04-17,180.3000
1978-04-18,181.3000
1978-04-19,178.9000
1978-04-20,177.5000
1978-04-21,180.6000
1978-04-24,171.7000
1978-04-25,175.5600
1978-04-26,173.4600
1978-04-27,175.9800
1978-04-28,177.3600
1978-05-01,178.5000
1978-05-02,176.2000
1978-05-03,174.5000
1978-05-04,176.5000
1978-05-05,177.9000
1978-05-08,176.4000
1978-05-09,178.4000
1978-05-10,178.7000
1978-05-11,179.1000
1978-05-12,179.4000
1978-05-15,182.4000
1978-05-16,182.3000
1978-05-17,181.3000
1978-05-18,180.9000
1978-05-19,179.9000
1978-05-22,179.2000
1978-05-23,180.3000
1978-05-24,179.7000
1978-05-25,186.7000
1978-05-26,184.6000
1978-05-30,185.1000
1978-05-31,183.7000
1978-06-01,182.2000
1978-06-02,174.7000
1978-06-05,177.2000
1978-06-06,173.6000
1978-06-07,172.3000
1978-06-08,172.9000
1978-06-09,173.9000
1978-06-12,176.1000
1978-06-13,174.8000
1978-06-14,169.7000
1978-06-15,170.9000
1978-06-16,172.3000
1978-06-19,172.5000
1978-06-20,173.3000
1978-06-21,172.4000
1978-06-22,176.2000
1978-06-23,173.3000
1978-06-26,174.6000
1978-06-27,173.8800
1978-06-28,172.8000
1978-06-29,173.5600
1978-06-30,175.2000
1978-07-03,170.8000
1978-07-05,173.9000
1978-07-06,175.9000
1978-07-07,174.8000
1978-07-10,173.9000
1978-07-11,174.2000
1978-07-12,173.4000
1978-07-13,170.3000
1978-07-14,169.1000
1978-07-17,166.3000
1978-07-18,165.0000
1978-07-19,165.4000
1978-07-20,166.4000
1978-07-21,166.8000
1978-07-24,163.8000
1978-07-25,163.8000
1978-07-26,164.4200
1978-07-27,163.4000
1978-07-28,164.7000
1978-07-31,164.1200
1978-08-01,163.3000
1978-08-02,161.7000
1978-08-03,161.7000
1978-08-04,161.6000
1978-08-07,158.8000
1978-08-08,158.4000
1978-08-09,160.1000
1978-08-10,160.1000
1978-08-11,159.8000
1978-08-14,164.1000
1978-08-15,167.0000
1978-08-16,165.1000
1978-08-17,168.4000
1978-08-18,169.3000
1978-08-21,168.0000
1978-08-22,168.0000
1978-08-23,169.8000
1978-08-24,172.1000
1978-08-25,173.9000
1978-08-28,170.0400
1978-08-29,166.4600
1978-08-30,168.5000
1978-08-31,170.0000
1978-09-01,169.6000
1978-09-05,166.1000
1978-09-06,167.0000
1978-09-07,168.3000
1978-09-08,170.4000
1978-09-11,171.0000
1978-09-12,170.5000
1978-09-13,172.7000
1978-09-14,171.8000
1978-09-15,170.1000
1978-09-18,170.9000
1978-09-19,172.4000
1978-09-20,176.0000
1978-09-21,169.4000
1978-09-22,169.9000
1978-09-25,168.9000
1978-09-26,169.2600
1978-09-27,171.1200
1978-09-28,172.8000
1978-09-29,173.3600
1978-10-02,177.7000
1978-10-03,177.4000
1978-10-04,178.9000
1978-10-05,179.9000
1978-10-06,178.8000
1978-10-09,182.5000
1978-10-10,181.6000
1978-10-11,181.3000
1978-10-12,184.3000
1978-10-13,186.1000
1978-10-16,187.5000
1978-10-17,186.1000
1978-10-18,183.1000
1978-10-19,182.2000
1978-10-20,182.2000
1978-10-23,181.9000
1978-10-24,184.8000
1978-10-25,188.7000
1978-10-26,191.2000
1978-10-27,197.9000
1978-10-30,201.9000
1978-10-31,196.6000
1978-11-01,191.1000
1978-11-02,196.2000
1978-11-03,198.4000
1978-11-06,194.3000
1978-11-08,187.8000
1978-11-09,183.3000
1978-11-10,186.3000
1978-11-13,185.6000
1978-11-14,185.6000
1978-11-15,180.1000
1978-11-16,180.3000
1978-11-17,182.8000
1978-11-20,181.7000
1978-11-21,182.8000
1978-11-22,184.2000
1978-11-24,186.9000
1978-11-27,184.6000
1978-11-28,182.6800
1978-11-29,183.3200
1978-11-30,187.0200
1978-12-01,187.4000
1978-12-04,186.4000
1978-12-05,187.1000
1978-12-06,191.5000
1978-12-07,195.0000
1978-12-08,193.4000
1978-12-11,190.7000
1978-12-12,191.1000
1978-12-13,191.6000
1978-12-14,192.4000
1978-12-15,193.9000
1978-12-18,197.6000
1978-12-19,197.2000
1978-12-20,195.1000
1978-12-21,194.4000
1978-12-22,192.4000
1978-12-26,189.9000
1978-12-27,189.2800
1978-12-28,189.9000
1978-12-29,189.4000
1979-01-02,188.8000
1979-01-03,185.8000
1979-01-04,186.6000
1979-01-05,187.1000
1979-01-08,188.7000
1979-01-09,189.1000
1979-01-10,188.6000
1979-01-11,188.7000
1979-01-12,190.0000
1979-01-15,193.8000
1979-01-16,193.2000
1979-01-17,191.7000
1979-01-18,191.4000
1979-01-19,192.2000
1979-01-22,192.4000
1979-01-23,192.6000
1979-01-24,190.2000
1979-01-25,191.2000
1979-01-26,187.4000
1979-01-29,186.7000
1979-01-30,189.3000
1979-01-31,190.6000
1979-02-01,190.2000
1979-02-02,193.2000
1979-02-05,194.4000
1979-02-06,193.5000
1979-02-07,197.4000
1979-02-08,193.4000
1979-02-09,197.4000
1979-02-12,195.2000
1979-02-13,192.2000
1979-02-14,196.5000
1979-02-15,197.5000
1979-02-16,198.4000
1979-02-20,202.4000
1979-02-21,201.2000
1979-02-22,201.4000
1979-02-23,204.1800
1979-02-26,200.1800
1979-02-27,201.3200
1979-02-28,202.1600
1979-03-01,202.3000
1979-03-02,199.4000
1979-03-05,201.4000
1979-03-06,202.3000
1979-03-07,201.9000
1979-03-08,199.3000
1979-03-09,198.7000
1979-03-12,196.4000
1979-03-13,195.1000
1979-03-14,195.3000
1979-03-15,197.0000
1979-03-16,197.2000
1979-03-19,197.5000
1979-03-20,200.2000
1979-03-21,201.3000
1979-03-22,202.5000
1979-03-23,202.9000
1979-03-26,205.4000
1979-03-27,203.6000
1979-03-28,204.4000
1979-03-29,202.8000
1979-03-30,202.2000
1979-04-02,200.4000
1979-04-03,196.9000
1979-04-04,198.1000
1979-04-05,198.0000
1979-04-06,200.8000
1979-04-09,200.1000
1979-04-10,196.4000
1979-04-11,197.4000
1979-04-12,195.3000
1979-04-16,192.4000
1979-04-17,193.9000
1979-04-18,192.5000
1979-04-19,192.3000
1979-04-20,191.7000
1979-04-23,191.5000
1979-04-24,192.9000
1979-04-25,193.9800
1979-04-26,193.8200
1979-04-27,193.8600
1979-04-30,192.0200
1979-05-01,192.6000
1979-05-02,195.9000
1979-05-03,197.6000
1979-05-04,199.9000
1979-05-07,195.5000
1979-05-08,192.6000
1979-05-09,193.6000
1979-05-10,195.4000
1979-05-11,193.0000
1979-05-14,192.1000
1979-05-15,192.7000
1979-05-16,191.5000
1979-05-17,195.1000
1979-05-18,193.3000
1979-05-21,195.1000
1979-05-22,196.7000
1979-05-23,197.2000
1979-05-24,194.9000
1979-05-25,195.2000
1979-05-29,196.6000
1979-05-30,195.4000
1979-05-31,196.8000
1979-06-01,195.9000
1979-06-04,196.8000
1979-06-05,196.6000
1979-06-06,200.1000
1979-06-07,201.4000
1979-06-08,202.9000
1979-06-11,205.2000
1979-06-12,203.7000
1979-06-13,206.4000
1979-06-14,211.6000
1979-06-15,218.3000
1979-06-18,216.5000
1979-06-19,216.0000
1979-06-20,223.2000
1979-06-21,226.5000
1979-06-22,234.3000
1979-06-25,230.0000
1979-06-26,227.6400
1979-06-27,217.7800
1979-06-28,207.9200
1979-06-29,199.2800
1979-07-02,204.2000
1979-07-03,205.6000
1979-07-05,212.3000
1979-07-06,211.2000
1979-07-09,211.7000
1979-07-10,206.2000
1979-07-11,207.8000
1979-07-12,200.8000
1979-07-13,204.4000
1979-07-16,204.0000
1979-07-17,204.8000
1979-07-18,207.2000
1979-07-19,203.8000
1979-07-20,207.8000
1979-07-23,204.7000
1979-07-24,203.3000
1979-07-25,200.8000
1979-07-26,201.7200
1979-07-27,196.8200
1979-07-30,190.7000
1979-07-31,191.8800
1979-08-01,193.2000
1979-08-02,193.1000
1979-08-03,192.9000
1979-08-06,188.9000
1979-08-07,188.9000
1979-08-08,190.0000
1979-08-09,191.0000
1979-08-10,191.8000
1979-08-13,186.9000
1979-08-14,192.7000
1979-08-15,189.2000
1979-08-16,191.9000
1979-08-17,192.1000
1979-08-20,190.9000
1979-08-21,194.2000
1979-08-22,192.4000
1979-08-23,192.5000
1979-08-24,193.2000
1979-08-27,191.7000
1979-08-28,191.1000
1979-08-29,192.1800
1979-08-30,192.0800
1979-08-31,192.1200
1979-09-04,186.7000
1979-09-05,188.7000
1979-09-06,186.4000
1979-09-07,185.8000
1979-09-10,187.1000
1979-09-11,185.1000
1979-09-12,186.7000
1979-09-13,196.7000
1979-09-14,188.6000
1979-09-17,189.9000
1979-09-18,191.2000
1979-09-19,189.8000
1979-09-20,191.9000
1979-09-21,193.0000
1979-09-24,191.6000
1979-09-25,190.0400
1979-09-26,191.1200
1979-09-27,201.0800
1979-09-28,197.0800
1979-10-01,201.0000
1979-10-02,198.3000
1979-10-03,197.7000
1979-10-04,196.6000
1979-10-05,196.7000
1979-10-08,193.3000
1979-10-09,190.3000
1979-10-10,190.7000
1979-10-11,188.9000
1979-10-12,188.1000
1979-10-15,183.9000
1979-10-16,184.9000
1979-10-17,185.9000
1979-10-18,186.0000
1979-10-19,185.3000
1979-10-22,183.3000
1979-10-23,180.9000
1979-10-24,179.9000
1979-10-25,180.9000
1979-10-26,178.9000
1979-10-29,178.9000
1979-10-30,179.6000
1979-10-31,182.6000
1979-11-01,180.2000
1979-11-02,182.5000
1979-11-05,183.1000
1979-11-06,183.1000
1979-11-07,182.9000
1979-11-08,183.8000
1979-11-09,184.9000
1979-11-12,189.8000
1979-11-13,189.2000
1979-11-14,192.6000
1979-11-15,195.9000
1979-11-16,196.8000
1979-11-19,194.6000
1979-11-20,195.3000
1979-11-21,198.4000
1979-11-23,198.6000
1979-11-26,193.3000
1979-11-27,195.0000
1979-11-28,193.6200
1979-11-29,194.7000
1979-11-30,197.1200
1979-12-03,196.8000
1979-12-04,197.8000
1979-12-05,195.8000
1979-12-06,191.1000
1979-12-07,190.3000
1979-12-10,188.7000
1979-12-11,190.4000
1979-12-12,189.6000
1979-12-13,190.8000
1979-12-14,191.0000
1979-12-17,189.1000
1979-12-18,190.2000
1979-12-19,190.2000
1979-12-20,189.3000
1979-12-21,188.7000
1979-12-26,185.8800
1979-12-27,185.2200
1979-12-28,185.9400
1979-12-31,184.9600
1980-01-02,185.4000
1980-01-03,187.8000
1980-01-04,185.0000
1980-01-09,175.0000
1980-01-10,181.4000
1980-01-11,183.2000
1980-01-14,183.3000
1980-01-15,185.1000
1980-01-16,185.9000
1980-01-17,192.5000
1980-01-18,189.5000
1980-01-21,186.4000
1980-01-22,185.9000
1980-01-23,189.0000
1980-01-24,186.4000
1980-01-25,184.4000
1980-01-28,184.1000
1980-01-29,183.1000
1980-01-30,183.8000
1980-01-31,185.6000
1980-02-01,184.9000
1980-02-04,187.1000
1980-02-05,185.6000
1980-02-06,184.3000
1980-02-07,185.5000
1980-02-08,183.9000
1980-02-11,183.9000
1980-02-12,181.6000
1980-02-13,181.2000
1980-02-14,179.8000
1980-02-15,179.3000
1980-02-19,176.3000
1980-02-20,177.3000
1980-02-21,177.6000
1980-02-22,176.2000
1980-02-25,176.1000
1980-02-26,176.3400
1980-02-27,178.5000
1980-02-28,178.1000
1980-02-29,177.8200
1980-03-03,179.9000
1980-03-04,181.2000
1980-03-05,180.5000
1980-03-06,179.6000
1980-03-07,178.2000
1980-03-10,176.6000
1980-03-11,175.8000
1980-03-12,176.7000
1980-03-13,175.2000
1980-03-14,175.1000
1980-03-17,173.5000
1980-03-18,174.0000
1980-03-19,174.8000
1980-03-20,173.4000
1980-03-21,172.2000
1980-03-24,169.6000
1980-03-25,168.6000
1980-03-26,166.7000
1980-03-27,163.9000
1980-03-28,163.5000
1980-03-31,161.4000
1980-04-01,160.1000
1980-04-02,160.5000
1980-04-03,162.7000
1980-04-07,163.4000
1980-04-08,164.3000
1980-04-09,166.6000
1980-04-10,165.3000
1980-04-11,164.9000
1980-04-14,163.1000
1980-04-15,163.8000
1980-04-16,165.9000
1980-04-17,163.9000
1980-04-18,163.5000
1980-04-21,165.3000
1980-04-22,165.2000
1980-04-23,165.7000
1980-04-24,166.2000
1980-04-25,170.0400
1980-04-28,168.7200
1980-04-29,168.8400
1980-04-30,170.4600
1980-05-01,171.7000
1980-05-02,172.7000
1980-05-05,178.0000
1980-05-06,177.1000
1980-05-07,176.5000
1980-05-08,177.9000
1980-05-09,177.1000
1980-05-12,172.6000
1980-05-13,174.1000
1980-05-14,173.9000
1980-05-15,173.9000
1980-05-16,172.0000
1980-05-19,172.1000
1980-05-20,173.3000
1980-05-21,172.3000
1980-05-22,172.9000
1980-05-23,172.5000
1980-05-27,172.6000
1980-05-28,172.9000
1980-05-29,171.0000
1980-05-30,170.5000
1980-06-02,168.3000
1980-06-03,168.7000
1980-06-04,169.6000
1980-06-05,169.3000
1980-06-06,169.1000
1980-06-09,170.5000
1980-06-10,170.4000
1980-06-11,171.6000
1980-06-12,170.4000
1980-06-13,171.3000
1980-06-16,172.3000
1980-06-17,171.9000
1980-06-18,172.9000
1980-06-19,172.4000
1980-06-20,172.6000
1980-06-23,174.4000
1980-06-24,174.5000
1980-06-25,177.9800
1980-06-26,178.1200
1980-06-27,179.1200
1980-06-30,182.0400
1980-07-01,184.5000
1980-07-02,192.3000
1980-07-03,192.3000
1980-07-07,196.7000
1980-07-08,199.6000
1980-07-09,192.9000
1980-07-10,197.2000
1980-07-11,203.1000
1980-07-14,213.1000
1980-07-15,212.0000
1980-07-16,216.7000
1980-07-17,218.5000
1980-07-18,214.7000
1980-07-21,204.7000
1980-07-22,200.3000
1980-07-23,206.3000
1980-07-24,199.3000
1980-07-25,196.0000
1980-07-28,200.5200
1980-07-29,205.0800
1980-07-30,204.8800
1980-07-31,215.4400
1980-08-01,221.2000
1980-08-04,211.9000
1980-08-05,214.5000
1980-08-06,215.2000
1980-08-07,212.8000
1980-08-08,213.3000
1980-08-11,209.7000
1980-08-12,216.8000
1980-08-13,215.0000
1980-08-14,212.0000
1980-08-15,207.5000
1980-08-18,208.8000
1980-08-19,209.4000
1980-08-20,208.9000
1980-08-21,213.3000
1980-08-22,212.2000
1980-08-25,217.6000
1980-08-26,219.7800
1980-08-27,218.7800
1980-08-28,220.0000
1980-08-29,229.6400
1980-09-02,234.7000
1980-09-03,234.1000
1980-09-04,231.4000
1980-09-05,234.6000
1980-09-08,240.2000
1980-09-09,240.2000
1980-09-10,239.9000
1980-09-11,240.9000
1980-09-12,237.0000
1980-09-15,236.3000
1980-09-16,242.8000
1980-09-17,243.7000
1980-09-18,244.7000
1980-09-19,251.2000
1980-09-22,250.7000
1980-09-23,252.2000
1980-09-24,248.2000
1980-09-25,244.1800
1980-09-26,235.9400
1980-09-29,237.2200
1980-09-30,240.1200
1980-10-01,241.5000
1980-10-02,236.2000
1980-10-03,240.0000
1980-10-06,246.9000
1980-10-07,246.6000
1980-10-08,247.4000
1980-10-09,247.4000
1980-10-10,247.3000
1980-10-13,257.3000
1980-10-14,260.7000
1980-10-15,261.3000
1980-10-16,258.6000
1980-10-17,261.4000
1980-10-20,261.7000
1980-10-21,265.0000
1980-10-22,273.9000
1980-10-23,275.4000
1980-10-24,281.8000
1980-10-27,275.2000
1980-10-28,285.2000
1980-10-29,283.3000
1980-10-30,274.7000
1980-10-31,278.7000
1980-11-03,285.4000
1980-11-05,288.2000
1980-11-06,279.0000
1980-11-07,274.3000
1980-11-10,272.8000
1980-11-11,264.0000
1980-11-12,271.0000
1980-11-13,270.5000
1980-11-14,278.3000
1980-11-17,277.4000
1980-11-18,278.3000
1980-11-19,275.6000
1980-11-20,279.8000
1980-11-21,278.0000
1980-11-24,269.0600
1980-11-25,266.7000
1980-11-26,271.8600
1980-11-28,274.1800
1980-12-01,265.4000
1980-12-02,263.0000
1980-12-03,256.5000
1980-12-04,256.3000
1980-12-05,252.0000
1980-12-08,243.5000
1980-12-09,233.5000
1980-12-10,224.5000
1980-12-11,214.5000
1980-12-12,220.0000
1980-12-15,230.0000
1980-12-16,227.0000
1980-12-17,230.2000
1980-12-18,226.7000
1980-12-19,229.6000
1980-12-22,233.0000
1980-12-23,235.0000
1980-12-24,234.9600
1980-12-29,230.7200
1980-12-30,229.0200
1980-12-31,239.3800
1981-01-02,246.7000
1981-01-05,246.7000
1981-01-06,247.8000
1981-01-07,244.2000
1981-01-08,240.5000
1981-01-09,238.3000
1981-01-12,243.9000
1981-01-13,239.2000
1981-01-14,238.8000
1981-01-15,228.8000
1981-01-16,229.1000
1981-01-19,226.9000
1981-01-20,229.9000
1981-01-21,227.8000
1981-01-22,218.8000
1981-01-23,212.3000
1981-01-26,214.0000
1981-01-27,218.2000
1981-01-28,215.9000
1981-01-29,208.8000
1981-01-30,212.8000
1981-02-02,215.7000
1981-02-03,224.5000
1981-02-04,221.4000
1981-02-05,219.7000
1981-02-06,222.3000
1981-02-09,213.1000
1981-02-10,215.5000
1981-02-11,215.5000
1981-02-12,213.3000
1981-02-13,215.1000
1981-02-17,217.2000
1981-02-18,213.7000
1981-02-19,216.0000
1981-02-20,218.7000
1981-02-23,215.7000
1981-02-24,216.4400
1981-02-25,216.9200
1981-02-26,213.9600
1981-02-27,213.4000
1981-03-02,207.2000
1981-03-03,212.1000
1981-03-04,208.4000
1981-03-05,207.3000
1981-03-06,208.7000
1981-03-09,213.5000
1981-03-10,210.3000
1981-03-11,208.9000
1981-03-12,212.3000
1981-03-13,213.3000
1981-03-16,214.4000
1981-03-17,219.2000
1981-03-18,219.2000
1981-03-19,218.0000
1981-03-20,216.4000
1981-03-23,221.2000
1981-03-24,220.8000
1981-03-25,219.4000
1981-03-26,216.6000
1981-03-27,216.8000
1981-03-30,218.7000
1981-03-31,220.8000
1981-04-01,219.7000
1981-04-02,225.5000
1981-04-03,222.3000
1981-04-06,223.3000
1981-04-07,229.9000
1981-04-08,230.1000
1981-04-09,231.0000
1981-04-10,225.0000
1981-04-13,218.7000
1981-04-14,218.9000
1981-04-15,220.4000
1981-04-16,223.9000
1981-04-20,226.9000
1981-04-21,225.4000
1981-04-22,224.1000
1981-04-23,225.2000
1981-04-24,227.1000
1981-04-27,227.9600
1981-04-28,225.4400
1981-04-29,225.5000
1981-04-30,231.3800
1981-05-01,232.9000
1981-05-04,226.8000
1981-05-05,226.1000
1981-05-06,227.5000
1981-05-07,228.1000
1981-05-08,228.1000
1981-05-11,223.0000
1981-05-12,220.2000
1981-05-13,219.3000
1981-05-14,220.6000
1981-05-15,219.2000
1981-05-18,220.9000
1981-05-19,219.4000
1981-05-20,223.5000
1981-05-21,217.6000
1981-05-22,216.9000
1981-05-26,216.8000
1981-05-27,217.7000
1981-05-28,219.4000
1981-05-29,219.4000
1981-06-01,216.7000
1981-06-02,215.1000
1981-06-03,210.9000
1981-06-04,210.1000
1981-06-05,209.6000
1981-06-08,208.3000
1981-06-09,209.4000
1981-06-10,211.9000
1981-06-11,209.0000
1981-06-12,211.7000
