Macrotrends Data Download

CBOT Soybean Meal Futures #1 (SM1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1981-06-15,212.4000
1981-06-16,210.4000
1981-06-17,207.7000
1981-06-18,205.7000
1981-06-19,204.6000
1981-06-22,202.6000
1981-06-23,201.4000
1981-06-24,198.9000
1981-06-25,195.0200
1981-06-26,195.0400
1981-06-29,195.6400
1981-06-30,198.7000
1981-07-01,206.0000
1981-07-02,204.6000
1981-07-06,214.0000
1981-07-07,211.3000
1981-07-08,213.4000
1981-07-09,209.6000
1981-07-10,212.3000
1981-07-13,214.1000
1981-07-14,209.1000
1981-07-15,206.9000
1981-07-16,207.2000
1981-07-17,206.2000
1981-07-20,200.7000
1981-07-21,201.3000
1981-07-22,202.7000
1981-07-23,202.9000
1981-07-24,205.2000
1981-07-27,203.3000
1981-07-28,207.6600
1981-07-29,206.2800
1981-07-30,207.1000
1981-07-31,210.1600
1981-08-03,206.9000
1981-08-04,205.4000
1981-08-05,204.3000
1981-08-06,204.9000
1981-08-07,204.8000
1981-08-10,200.1000
1981-08-11,201.4000
1981-08-12,202.7000
1981-08-13,195.4000
1981-08-14,196.9000
1981-08-17,196.7000
1981-08-18,196.7000
1981-08-19,197.9000
1981-08-20,197.4000
1981-08-21,194.3000
1981-08-24,189.7000
1981-08-25,188.4000
1981-08-26,188.2800
1981-08-27,186.7000
1981-08-28,188.2000
1981-08-31,188.6000
1981-09-01,188.8000
1981-09-02,189.8000
1981-09-03,191.3000
1981-09-04,189.7000
1981-09-08,187.6000
1981-09-09,187.7000
1981-09-10,188.7000
1981-09-11,186.9000
1981-09-14,189.7000
1981-09-15,193.1000
1981-09-16,191.2000
1981-09-17,191.1000
1981-09-18,189.1000
1981-09-21,188.7000
1981-09-22,188.4000
1981-09-23,186.4000
1981-09-24,185.1000
1981-09-25,183.2600
1981-09-28,184.0600
1981-09-29,186.1000
1981-09-30,187.1000
1981-10-01,188.1000
1981-10-02,189.1000
1981-10-05,192.3000
1981-10-06,192.3000
1981-10-07,192.1000
1981-10-08,191.1000
1981-10-09,191.9000
1981-10-12,191.8000
1981-10-13,193.6000
1981-10-14,193.6000
1981-10-15,192.5000
1981-10-16,190.9000
1981-10-19,190.3000
1981-10-20,188.7000
1981-10-21,189.2000
1981-10-22,188.8000
1981-10-23,189.2000
1981-10-26,187.5000
1981-10-27,187.1000
1981-10-28,187.5000
1981-10-29,187.5000
1981-10-30,189.1000
1981-11-02,190.7000
1981-11-03,190.5000
1981-11-04,190.9000
1981-11-05,190.9000
1981-11-06,191.2000
1981-11-09,190.6000
1981-11-10,187.3000
1981-11-11,187.5000
1981-11-12,187.9000
1981-11-13,187.1000
1981-11-16,185.1000
1981-11-17,184.3000
1981-11-18,184.1000
1981-11-19,186.2000
1981-11-20,187.2000
1981-11-23,184.1000
1981-11-24,183.5400
1981-11-25,184.7000
1981-11-27,186.5600
1981-11-30,189.3200
1981-12-01,191.9000
1981-12-02,192.0000
1981-12-03,194.7000
1981-12-04,196.9000
1981-12-07,193.4000
1981-12-08,186.8000
1981-12-09,188.3000
1981-12-10,185.6000
1981-12-11,189.8000
1981-12-14,187.7000
1981-12-15,185.6000
1981-12-16,185.0000
1981-12-17,185.1000
1981-12-18,184.2000
1981-12-21,181.2000
1981-12-22,182.5000
1981-12-23,181.4000
1981-12-24,182.9000
1981-12-28,186.1400
1981-12-29,184.5400
1981-12-30,184.4000
1981-12-31,185.5600
1982-01-04,187.4000
1982-01-05,187.2000
1982-01-06,189.3000
1982-01-07,189.5000
1982-01-08,189.1000
1982-01-11,188.9000
1982-01-12,188.5000
1982-01-13,190.1000
1982-01-14,193.6000
1982-01-15,194.1000
1982-01-18,194.6000
1982-01-19,190.4000
1982-01-20,191.4000
1982-01-21,191.6000
1982-01-22,190.6000
1982-01-25,188.3000
1982-01-26,189.8000
1982-01-27,192.8000
1982-01-28,191.3000
1982-01-29,192.8000
1982-02-01,194.0000
1982-02-02,191.2000
1982-02-03,191.4000
1982-02-04,192.8000
1982-02-05,191.4000
1982-02-08,189.6000
1982-02-09,187.4000
1982-02-10,187.2000
1982-02-11,187.7000
1982-02-12,187.2000
1982-02-16,187.1000
1982-02-17,186.4000
1982-02-18,186.0000
1982-02-19,185.3000
1982-02-22,184.9000
1982-02-23,185.3800
1982-02-24,184.1000
1982-02-25,184.3400
1982-02-26,185.8600
1982-03-01,187.0000
1982-03-02,186.5000
1982-03-03,184.1000
1982-03-04,183.4000
1982-03-05,183.2000
1982-03-08,181.4000
1982-03-09,181.4000
1982-03-10,181.8000
1982-03-11,181.6000
1982-03-12,179.3000
1982-03-15,183.9000
1982-03-16,182.2000
1982-03-17,184.4000
1982-03-18,184.6000
1982-03-19,184.5000
1982-03-22,185.0000
1982-03-23,184.8000
1982-03-24,185.3000
1982-03-25,184.8000
1982-03-26,183.6000
1982-03-29,183.3000
1982-03-30,183.4000
1982-03-31,187.7000
1982-04-01,187.6000
1982-04-02,189.0000
1982-04-05,192.9000
1982-04-06,190.8000
1982-04-07,187.8000
1982-04-08,190.2000
1982-04-12,189.9000
1982-04-13,189.2000
1982-04-14,189.6000
1982-04-15,188.7000
1982-04-16,188.2000
1982-04-19,187.7000
1982-04-20,189.6000
1982-04-21,189.2000
1982-04-22,189.1000
1982-04-23,192.2000
1982-04-26,191.4000
1982-04-27,190.1400
1982-04-28,191.0200
1982-04-29,194.2000
1982-04-30,191.7800
1982-05-03,192.3000
1982-05-04,192.2000
1982-05-05,191.6000
1982-05-06,189.8000
1982-05-07,190.6000
1982-05-10,191.1000
1982-05-11,192.7000
1982-05-12,192.8000
1982-05-13,190.7000
1982-05-14,191.9000
1982-05-17,192.1000
1982-05-18,192.0000
1982-05-19,191.8000
1982-05-20,191.6000
1982-05-21,191.1000
1982-05-24,189.3000
1982-05-25,186.9000
1982-05-26,186.5000
1982-05-27,185.3000
1982-05-28,184.1000
1982-06-01,181.3000
1982-06-02,182.9000
1982-06-03,181.2000
1982-06-04,181.6000
1982-06-07,183.4000
1982-06-08,182.3000
1982-06-09,182.4000
1982-06-10,183.1000
1982-06-11,187.2000
1982-06-14,183.2000
1982-06-15,183.6000
1982-06-16,183.7000
1982-06-17,181.4000
1982-06-18,181.7000
1982-06-21,184.2000
1982-06-22,184.1000
1982-06-23,183.9000
1982-06-24,183.6000
1982-06-25,182.3400
1982-06-28,180.4000
1982-06-29,180.8200
1982-06-30,178.6200
1982-07-01,179.3000
1982-07-02,177.6000
1982-07-06,176.1000
1982-07-07,176.8000
1982-07-08,178.7000
1982-07-09,179.1000
1982-07-12,179.6000
1982-07-13,182.6000
1982-07-14,181.6000
1982-07-15,181.7000
1982-07-16,181.6000
1982-07-19,179.2000
1982-07-20,179.8000
1982-07-21,180.3000
1982-07-22,179.3000
1982-07-23,179.8000
1982-07-26,178.6000
1982-07-27,177.9200
1982-07-28,174.9400
1982-07-29,174.8000
1982-07-30,174.5600
1982-08-02,176.6000
1982-08-03,176.1000
1982-08-04,175.5000
1982-08-05,172.8000
1982-08-06,170.3000
1982-08-09,168.7000
1982-08-10,169.1000
1982-08-11,168.1000
1982-08-12,163.4000
1982-08-13,162.4000
1982-08-16,159.4000
1982-08-17,160.7000
1982-08-18,163.6000
1982-08-19,162.4000
1982-08-20,163.8000
1982-08-23,164.9000
1982-08-24,165.9000
1982-08-25,166.3000
1982-08-26,163.7600
1982-08-27,162.0200
1982-08-30,159.4600
1982-08-31,160.3800
1982-09-01,160.2000
1982-09-02,161.1000
1982-09-03,158.7000
1982-09-07,156.7000
1982-09-08,156.7000
1982-09-09,157.2000
1982-09-10,155.8000
1982-09-13,157.7000
1982-09-14,158.2000
1982-09-15,158.8000
1982-09-16,160.3000
1982-09-17,158.7000
1982-09-20,157.7000
1982-09-21,156.9000
1982-09-22,156.6000
1982-09-23,155.2000
1982-09-24,154.9000
1982-09-27,155.0800
1982-09-28,155.2000
1982-09-29,156.4400
1982-09-30,155.9000
1982-10-01,155.1000
1982-10-04,151.1000
1982-10-05,151.8000
1982-10-06,153.7000
1982-10-07,157.6000
1982-10-08,155.7000
1982-10-11,157.7000
1982-10-12,157.7000
1982-10-13,160.3000
1982-10-14,160.4000
1982-10-15,158.4000
1982-10-18,157.2000
1982-10-19,157.3000
1982-10-20,158.9000
1982-10-21,157.7000
1982-10-22,157.9000
1982-10-25,157.4000
1982-10-26,161.1000
1982-10-27,161.9000
1982-10-28,163.7000
1982-10-29,161.8000
1982-11-01,163.7000
1982-11-03,166.8000
1982-11-04,168.7000
1982-11-05,172.5000
1982-11-08,170.5000
1982-11-09,172.3000
1982-11-10,172.7000
1982-11-11,171.5000
1982-11-12,170.1000
1982-11-15,169.1000
1982-11-16,171.9000
1982-11-17,172.8000
1982-11-18,176.4000
1982-11-19,177.3000
1982-11-22,176.1000
1982-11-23,174.0000
1982-11-24,174.6600
1982-11-26,177.0400
1982-11-29,174.0400
1982-11-30,175.4000
1982-12-01,174.1000
1982-12-02,172.4000
1982-12-03,171.3000
1982-12-06,172.9000
1982-12-07,174.6000
1982-12-08,172.8000
1982-12-09,175.0000
1982-12-10,173.4000
1982-12-13,173.7000
1982-12-14,172.2000
1982-12-15,173.2000
1982-12-16,173.9000
1982-12-17,174.2000
1982-12-20,173.9000
1982-12-21,174.2000
1982-12-22,173.4000
1982-12-23,172.4000
1982-12-27,173.4800
1982-12-28,174.4000
1982-12-29,173.8000
1982-12-30,174.8800
1983-01-03,174.5000
1983-01-04,174.3000
1983-01-05,174.6000
1983-01-06,174.4000
1983-01-07,176.7000
1983-01-10,179.2000
1983-01-11,179.0000
1983-01-12,183.2000
1983-01-13,182.9000
1983-01-14,183.1000
1983-01-17,181.2000
1983-01-18,181.7000
1983-01-19,179.4000
1983-01-20,179.9000
1983-01-21,179.4000
1983-01-24,181.2000
1983-01-25,179.2000
1983-01-26,179.3000
1983-01-27,179.0000
1983-01-28,178.7000
1983-01-31,182.8000
1983-02-01,181.1000
1983-02-02,180.5000
1983-02-03,179.4000
1983-02-04,178.6000
1983-02-07,177.6000
1983-02-08,176.2000
1983-02-09,175.6000
1983-02-10,177.5000
1983-02-11,178.4000
1983-02-14,179.6000
1983-02-15,179.5000
1983-02-16,178.3000
1983-02-17,178.3000
1983-02-18,178.6000
1983-02-22,176.1000
1983-02-23,176.4000
1983-02-24,175.8000
1983-02-25,174.4200
1983-02-28,170.4000
1983-03-01,172.7000
1983-03-02,174.2000
1983-03-03,174.6000
1983-03-04,175.1000
1983-03-07,175.2000
1983-03-08,173.8000
1983-03-09,175.3000
1983-03-10,175.4000
1983-03-11,174.3000
1983-03-14,175.6000
1983-03-15,174.7000
1983-03-16,177.6000
1983-03-17,180.6000
1983-03-18,181.4000
1983-03-21,183.1000
1983-03-22,183.0000
1983-03-23,190.5000
1983-03-24,190.0000
1983-03-25,187.7000
1983-03-28,190.3000
1983-03-29,191.4000
1983-03-30,188.2000
1983-03-31,189.7000
1983-04-04,190.7000
1983-04-05,189.1000
1983-04-06,187.8000
1983-04-07,189.6000
1983-04-08,190.6000
1983-04-11,190.2000
1983-04-12,188.0000
1983-04-13,189.0000
1983-04-14,186.7000
1983-04-15,184.5000
1983-04-18,184.8000
1983-04-19,186.0000
1983-04-20,186.1000
1983-04-21,187.4000
1983-04-22,192.1000
1983-04-25,191.1000
1983-04-26,191.9600
1983-04-27,189.9000
1983-04-28,190.4200
1983-04-29,191.6400
1983-05-02,191.3000
1983-05-03,189.5000
1983-05-04,189.2000
1983-05-05,188.7000
1983-05-06,187.8000
1983-05-09,184.4000
1983-05-10,185.3000
1983-05-11,181.8000
1983-05-12,182.8000
1983-05-13,183.8000
1983-05-16,184.4000
1983-05-17,183.5000
1983-05-18,184.1000
1983-05-19,183.3000
1983-05-20,180.6000
1983-05-23,182.5000
1983-05-24,183.9000
1983-05-25,182.1000
1983-05-26,179.5000
1983-05-27,178.4000
1983-05-31,177.8000
1983-06-01,177.4000
1983-06-02,180.2000
1983-06-03,179.9000
1983-06-06,180.3000
1983-06-07,178.7000
1983-06-08,176.1000
1983-06-09,176.8000
1983-06-10,174.1000
1983-06-13,173.1000
1983-06-14,171.8000
1983-06-15,171.1000
1983-06-16,172.4000
1983-06-17,172.2000
1983-06-20,173.4000
1983-06-21,174.8000
1983-06-22,176.0000
1983-06-23,175.9000
1983-06-24,174.7000
1983-06-27,170.1200
1983-06-28,170.5600
1983-06-29,168.5200
1983-06-30,177.8600
1983-07-01,177.6000
1983-07-05,177.3000
1983-07-06,178.8000
1983-07-07,180.9000
1983-07-08,179.7000
1983-07-11,187.0000
1983-07-12,186.8000
1983-07-13,185.4000
1983-07-14,184.7000
1983-07-15,186.3000
1983-07-18,187.2000
1983-07-19,191.2000
1983-07-20,201.1000
1983-07-21,200.8000
1983-07-22,202.8000
1983-07-25,201.7000
1983-07-26,195.4600
1983-07-27,196.7000
1983-07-28,200.9800
1983-07-29,198.8600
1983-08-01,205.7000
1983-08-02,209.8000
1983-08-03,218.7000
1983-08-04,216.8000
1983-08-05,223.5000
1983-08-08,220.3000
1983-08-09,221.2000
1983-08-10,231.2000
1983-08-11,238.2000
1983-08-12,243.8000
1983-08-15,253.8000
1983-08-16,256.2000
1983-08-17,250.7000
1983-08-18,240.7000
1983-08-19,232.3000
1983-08-22,242.3000
1983-08-23,252.3000
1983-08-24,254.0000
1983-08-25,258.2000
1983-08-26,253.9000
1983-08-29,243.8000
1983-08-30,233.7000
1983-08-31,239.6400
1983-09-01,232.7000
1983-09-02,242.5000
1983-09-06,250.2000
1983-09-07,246.7000
1983-09-08,245.3000
1983-09-09,250.8000
1983-09-12,245.7000
1983-09-13,235.7000
1983-09-14,228.5000
1983-09-15,219.3000
1983-09-16,229.3000
1983-09-19,237.5000
1983-09-20,234.3000
1983-09-21,244.3000
1983-09-22,237.2000
1983-09-23,235.5000
1983-09-26,229.5000
1983-09-27,235.2000
1983-09-28,230.5000
1983-09-29,232.7000
1983-09-30,238.7000
1983-10-03,234.8000
1983-10-04,229.2000
1983-10-05,232.2000
1983-10-06,236.6000
1983-10-07,233.3000
1983-10-10,236.3000
1983-10-11,234.8000
1983-10-12,231.2000
1983-10-13,241.2000
1983-10-14,241.8000
1983-10-17,239.2000
1983-10-18,239.0000
1983-10-19,233.8000
1983-10-20,227.8000
1983-10-21,233.8000
1983-10-24,230.2000
1983-10-25,235.7000
1983-10-26,228.0000
1983-10-27,237.0000
1983-10-28,235.7000
1983-10-31,230.9000
1983-11-01,233.2000
1983-11-02,237.2000
1983-11-03,241.2000
1983-11-04,244.3000
1983-11-07,245.1000
1983-11-08,244.8000
1983-11-09,245.9000
1983-11-10,244.0000
1983-11-11,238.1000
1983-11-14,237.0000
1983-11-15,237.3000
1983-11-16,229.0000
1983-11-17,230.7000
1983-11-18,221.1000
1983-11-21,216.2000
1983-11-22,220.1000
1983-11-23,218.5000
1983-11-25,221.2400
1983-11-28,222.6000
1983-11-29,223.7600
1983-11-30,224.4000
1983-12-01,227.3000
1983-12-02,222.4000
1983-12-05,217.6000
1983-12-06,216.9000
1983-12-07,220.5000
1983-12-08,218.5000
1983-12-09,219.1000
1983-12-12,218.9000
1983-12-13,215.9000
1983-12-14,215.7000
1983-12-15,212.0000
1983-12-16,214.8000
1983-12-19,215.7000
1983-12-20,214.5000
1983-12-21,215.1000
1983-12-22,220.7000
1983-12-23,223.5000
1983-12-27,229.1600
1983-12-28,225.0800
1983-12-29,225.0000
1983-12-30,225.0200
1984-01-03,215.2000
1984-01-04,212.8000
1984-01-05,215.6000
1984-01-06,209.3000
1984-01-09,204.7000
1984-01-10,207.4000
1984-01-11,206.2000
1984-01-12,207.7000
1984-01-13,207.3000
1984-01-16,197.3000
1984-01-17,196.4000
1984-01-18,198.0000
1984-01-19,199.6000
1984-01-20,194.7000
1984-01-23,193.4000
1984-01-24,202.4000
1984-01-25,196.6000
1984-01-26,192.4000
1984-01-27,194.4000
1984-01-30,196.1000
1984-01-31,194.3000
1984-02-01,194.4000
1984-02-02,196.7000
1984-02-03,193.7000
1984-02-06,190.1000
1984-02-07,188.4000
1984-02-08,190.4000
1984-02-09,186.9000
1984-02-10,186.9000
1984-02-13,185.6000
1984-02-14,188.5000
1984-02-15,190.9000
1984-02-16,188.9000
1984-02-17,191.3000
1984-02-21,188.1000
1984-02-22,191.4000
1984-02-23,190.8000
1984-02-24,192.4200
1984-02-27,193.3000
1984-02-28,193.5000
1984-02-29,199.5000
1984-03-01,204.3000
1984-03-02,206.2000
1984-03-05,207.0000
1984-03-06,206.2000
1984-03-07,204.2000
1984-03-08,206.6000
1984-03-09,207.7000
1984-03-12,205.9000
1984-03-13,204.7000
1984-03-14,205.3000
1984-03-15,206.7000
1984-03-16,202.4000
1984-03-19,202.8000
1984-03-20,206.7000
1984-03-21,205.5000
1984-03-22,203.9000
1984-03-23,203.4000
1984-03-26,205.7000
1984-03-27,203.7000
1984-03-28,203.7000
1984-03-29,202.4000
1984-03-30,202.9000
1984-04-02,203.7000
1984-04-03,203.6000
1984-04-04,203.3000
1984-04-05,201.3000
1984-04-06,203.4000
1984-04-09,204.0000
1984-04-10,201.9000
1984-04-11,193.3000
1984-04-12,192.6000
1984-04-13,192.8000
1984-04-16,190.3000
1984-04-17,189.7000
1984-04-18,193.7000
1984-04-19,193.2000
1984-04-23,194.2000
1984-04-24,195.3000
1984-04-25,194.6200
1984-04-26,189.4200
1984-04-27,189.9600
1984-04-30,189.0000
1984-05-01,191.3000
1984-05-02,195.3000
1984-05-03,195.2000
1984-05-04,195.9000
1984-05-07,193.6000
1984-05-08,196.1000
1984-05-09,195.1000
1984-05-10,195.1000
1984-05-11,197.2000
1984-05-14,194.9000
1984-05-15,190.5000
1984-05-16,196.3000
1984-05-17,195.2000
1984-05-18,201.5000
1984-05-21,204.2000
1984-05-22,206.2000
1984-05-23,203.8000
1984-05-24,201.8000
1984-05-25,202.8000
1984-05-29,200.4000
1984-05-30,200.1000
1984-05-31,195.4000
1984-06-01,192.2000
1984-06-04,191.1000
1984-06-05,191.4000
1984-06-06,190.2000
1984-06-07,185.7000
1984-06-08,183.4000
1984-06-11,184.5000
1984-06-12,182.7000
1984-06-13,183.9000
1984-06-14,181.8000
1984-06-15,182.9000
1984-06-18,184.9000
1984-06-19,188.8000
1984-06-20,188.7000
1984-06-21,190.5000
1984-06-22,183.8000
1984-06-25,179.9000
1984-06-26,174.4200
1984-06-27,174.8000
1984-06-28,175.6400
1984-06-29,180.0400
1984-07-02,176.5000
1984-07-03,173.4000
1984-07-05,167.5000
1984-07-06,168.3000
1984-07-09,171.9000
1984-07-10,166.2000
1984-07-11,165.9000
1984-07-12,168.9000
1984-07-13,171.0000
1984-07-16,169.9000
1984-07-17,169.1000
1984-07-18,170.4000
1984-07-19,169.3000
1984-07-20,165.4000
1984-07-23,164.9000
1984-07-24,162.3000
1984-07-25,161.3000
1984-07-26,157.7200
1984-07-27,153.8200
1984-07-30,152.1800
1984-07-31,155.2800
1984-08-01,156.2000
1984-08-02,160.9000
1984-08-03,160.5000
1984-08-06,160.7000
1984-08-07,159.0000
1984-08-08,157.6000
1984-08-09,157.4000
1984-08-10,157.3000
1984-08-13,159.7000
1984-08-14,162.6000
1984-08-15,161.8000
1984-08-16,161.9000
1984-08-17,157.9000
1984-08-20,150.4000
1984-08-21,151.9000
1984-08-22,156.4000
1984-08-23,153.9000
1984-08-24,153.2000
1984-08-27,156.6000
1984-08-28,154.8400
1984-08-29,153.1200
1984-08-30,154.5800
1984-08-31,152.8600
1984-09-04,150.7000
1984-09-05,151.2000
1984-09-06,151.9000
1984-09-07,151.7000
1984-09-10,153.0000
1984-09-11,152.8000
1984-09-12,153.9000
1984-09-13,147.4000
1984-09-14,150.1000
1984-09-17,147.1000
1984-09-18,149.2000
1984-09-19,148.8000
1984-09-20,147.0000
1984-09-21,148.1000
1984-09-24,146.6000
1984-09-25,148.1200
1984-09-26,148.6000
1984-09-27,149.6000
1984-09-28,148.1400
1984-10-01,149.0000
1984-10-02,148.8000
1984-10-03,148.6000
1984-10-04,148.0000
1984-10-05,148.0000
1984-10-08,149.9000
1984-10-09,150.9000
1984-10-10,155.0000
1984-10-11,154.6000
1984-10-12,156.4000
1984-10-15,157.9000
1984-10-16,157.9000
1984-10-17,156.4000
1984-10-18,155.6000
1984-10-19,158.5000
1984-10-22,157.0000
1984-10-23,159.1000
1984-10-24,156.2000
1984-10-25,158.4000
1984-10-26,155.7000
1984-10-29,152.9000
1984-10-30,153.3000
1984-10-31,154.6000
1984-11-01,157.7000
1984-11-02,156.6000
1984-11-05,154.4000
1984-11-06,154.3000
1984-11-07,155.8000
1984-11-08,154.2000
1984-11-09,154.7000
1984-11-12,155.2000
1984-11-13,153.4000
1984-11-14,151.9000
1984-11-15,150.2000
1984-11-16,151.4000
1984-11-19,150.4000
1984-11-20,151.1000
1984-11-21,151.4000
1984-11-23,150.9000
1984-11-26,149.3000
1984-11-27,149.0400
1984-11-28,150.9200
1984-11-29,150.8800
1984-11-30,152.7600
1984-12-03,153.6000
1984-12-04,153.7000
1984-12-05,151.9000
1984-12-06,151.9000
1984-12-07,149.6000
1984-12-10,149.3000
1984-12-11,148.5000
1984-12-12,146.4000
1984-12-13,146.2000
1984-12-14,147.1000
1984-12-17,145.9000
1984-12-18,145.2000
1984-12-19,143.8000
1984-12-20,144.0000
1984-12-21,144.4000
1984-12-24,144.2000
1984-12-26,145.2600
1984-12-27,142.8000
1984-12-28,142.0800
1984-12-31,144.2400
1985-01-02,144.0000
1985-01-03,144.6000
1985-01-04,140.9000
1985-01-07,143.9000
1985-01-08,143.0000
1985-01-09,145.6000
1985-01-10,147.3000
1985-01-11,145.6000
1985-01-14,145.7000
1985-01-15,146.6000
1985-01-16,146.7000
1985-01-17,147.4000
1985-01-18,147.3000
1985-01-21,146.2000
1985-01-22,143.7000
1985-01-23,143.7000
1985-01-24,142.5000
1985-01-25,143.3000
1985-01-28,143.2000
1985-01-29,140.6000
1985-01-30,141.6000
1985-01-31,141.7000
1985-02-01,140.7000
1985-02-04,137.5000
1985-02-05,137.4000
1985-02-06,137.2000
1985-02-07,137.9000
1985-02-08,137.4000
1985-02-11,135.8000
1985-02-12,133.5000
1985-02-13,132.9000
1985-02-14,132.4000
1985-02-15,133.8000
1985-02-19,131.0000
1985-02-20,130.6000
1985-02-21,129.1000
1985-02-22,128.6000
1985-02-25,124.9600
1985-02-26,128.3600
1985-02-27,128.1200
1985-02-28,129.1000
1985-03-01,132.0000
1985-03-04,135.1000
1985-03-05,134.9000
1985-03-06,136.4000
1985-03-07,134.5000
1985-03-08,132.6000
1985-03-11,133.4000
1985-03-12,132.5000
1985-03-13,133.7000
1985-03-14,132.6000
1985-03-15,131.6000
1985-03-18,133.8000
1985-03-19,138.9000
1985-03-20,138.3000
1985-03-21,139.9000
1985-03-22,138.4000
1985-03-25,137.0000
1985-03-26,137.0000
1985-03-27,139.0000
1985-03-28,138.4000
1985-03-29,138.1000
1985-04-01,136.2000
1985-04-02,135.1000
1985-04-03,134.4000
1985-04-04,132.8000
1985-04-08,130.3000
1985-04-09,129.3000
1985-04-10,129.8000
1985-04-11,130.9000
1985-04-12,130.7000
1985-04-15,131.1000
1985-04-16,128.3000
1985-04-17,127.1000
1985-04-18,128.3000
1985-04-19,127.7000
1985-04-22,126.7000
1985-04-23,125.1000
1985-04-24,124.4000
1985-04-25,124.3000
1985-04-26,125.4800
1985-04-29,125.0600
1985-04-30,125.3800
1985-05-01,129.3000
1985-05-02,127.1000
1985-05-03,126.8000
1985-05-06,125.0000
1985-05-07,125.4000
1985-05-08,126.4000
1985-05-09,128.2000
1985-05-10,128.8000
1985-05-13,127.5000
1985-05-14,128.4000
1985-05-15,127.9000
1985-05-16,126.9000
1985-05-17,124.5000
1985-05-20,123.1000
1985-05-21,122.8000
1985-05-22,120.9000
1985-05-23,121.4000
