DATE,DEXBZUS
2014-12-01,2.6418857142857143
2015-01-01,2.6346200000000000
2015-02-01,2.8169894736842105
2015-03-01,3.1413727272727273
2015-04-01,3.0420909090909091
2015-05-01,3.0562050000000000
2015-06-01,3.1116909090909091
2015-07-01,3.2288090909090909
2015-08-01,3.5154333333333333
2015-09-01,3.9032190476190476
2015-10-01,3.8752380952380952
2015-11-01,3.7857684210526316
2015-12-01,3.8808363636363636
2016-01-01,4.0555894736842105
2016-02-01,3.9643850000000000
2016-03-01,3.6980217391304348
2016-04-01,3.5634476190476190
2016-05-01,3.5403047619047619
2016-06-01,3.4234454545454545
2016-07-01,3.2781400000000000
2016-08-01,3.2085521739130435
2016-09-01,3.2531809523809524
2016-10-01,3.1853950000000000
2016-11-01,3.3368900000000000
2016-12-01,3.3539666666666667
2017-01-01,3.1900842105263158
2017-02-01,3.1057263157894737
2017-03-01,3.1275304347826087
2017-04-01,3.1389950000000000
2017-05-01,3.2042772727272727
2017-06-01,3.2953954545454545
2017-07-01,3.1994100000000000
2017-08-01,3.1477913043478261
2017-09-01,3.1325150000000000
2017-10-01,3.1922666666666667
2017-11-01,3.2629300000000000
2017-12-01,3.2949600000000000
2018-01-01,3.2115238095238095
2018-02-01,3.2506526315789474
2018-03-01,3.2789681818181818
2018-04-01,3.4088857142857143
2018-05-01,3.6316000000000000
2018-06-01,3.7710476190476190
2018-07-01,3.8220952380952381
2018-08-01,3.9333217391304348
2018-09-01,4.1087473684210526
2018-10-01,3.7611136363636364
2018-11-01,3.7859500000000000
2018-12-01,3.8833555555555556
2019-01-01,3.7355650000000000
2019-02-01,3.7244333333333333
